marca,supermercado,categoria,precio,prediction
CUISINE & CO,SANTA ISABEL,Despensa,3870.0,0
EXOTIC FOOD,SANTA ISABEL,Despensa,1533.0,0
LA FUENTE NATURAL,SANTA ISABEL,Despensa,2830.0,0
GOURMET,SANTA ISABEL,Despensa,700.0,0
DE CAMACHO,SANTA ISABEL,Despensa,2380.0,0
GOLD,SANTA ISABEL,Despensa,6928.0,0
CUISINE & CO,SANTA ISABEL,Despensa,4170.0,0
GOURMET,SANTA ISABEL,Despensa,3110.0,0
CUISINE & CO,SANTA ISABEL,Despensa,4050.0,0
SATURNO,SANTA ISABEL,Despensa,12490.0,0
COSTA,SANTA ISABEL,Despensa,3940.0,0
GOLD,SANTA ISABEL,Despensa,4490.0,0
GOURMET,SANTA ISABEL,Despensa,1760.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3490.0,0
TRAVERSO,SANTA ISABEL,Despensa,3130.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,3010.0,0
WASIL,SANTA ISABEL,Lacteos y Congelados,1490.0,0
WASIL,SANTA ISABEL,Lacteos y Congelados,1450.0,0
WASIL,SANTA ISABEL,Lacteos y Congelados,1450.0,0
WASIL,SANTA ISABEL,Lacteos y Congelados,2860.0,0
WASIL,SANTA ISABEL,Lacteos y Congelados,2860.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3790.0,0
CARMENCITA,SANTA ISABEL,Despensa,3290.0,0
LOCOS X EL ASADO,SANTA ISABEL,Despensa,2730.0,0
CUISINE & CO,SANTA ISABEL,Despensa,1790.0,0
PANCHO VILLA,SANTA ISABEL,Despensa,3840.0,0
ACONCAGUA,SANTA ISABEL,Despensa,1150.0,0
IANSA CERO K,SANTA ISABEL,Despensa,4290.0,0
GOURMET,SANTA ISABEL,Despensa,2150.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3240.0,0
ACONCAGUA,SANTA ISABEL,Despensa,1290.0,0
TRAVERSO,SANTA ISABEL,Despensa,3550.0,0
MILO,SANTA ISABEL,Despensa,3940.0,0
THE WILD FOODS,SANTA ISABEL,Despensa,17490.0,0
MAGGI,SANTA ISABEL,Despensa,1090.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3690.0,0
HEINZ,SANTA ISABEL,Despensa,3840.0,0
GOURMET,SANTA ISABEL,Despensa,2550.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3490.0,0
BEAR,SANTA ISABEL,Despensa,5590.0,0
GOURMET,SANTA ISABEL,Despensa,4770.0,0
KIKKOMAN,SANTA ISABEL,Despensa,4350.0,0
ORGRAN,SANTA ISABEL,Despensa,4290.0,0
DOS CABALLOS,SANTA ISABEL,Despensa,1790.0,0
CUISINE & CO,SANTA ISABEL,Despensa,990.0,0
ST DALFOUR,SANTA ISABEL,Despensa,4980.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,1690.0,0
ACONCAGUA,SANTA ISABEL,Despensa,1200.0,0
LOS BOLDOS,SANTA ISABEL,Despensa,3790.0,0
TRAVERSO,SANTA ISABEL,Despensa,3890.0,0
NESCAFE DOLCE GUSTO,SANTA ISABEL,Despensa,5990.0,0
CRE-MOS,SANTA ISABEL,Despensa,1450.0,0
SPECIA,SANTA ISABEL,Despensa,6020.0,0
MAGGI,SANTA ISABEL,Despensa,950.0,0
THE WILD FOODS,SANTA ISABEL,Despensa,1490.0,0
IANSA AGRO,SANTA ISABEL,Despensa,2090.0,0
GOURMET,SANTA ISABEL,Despensa,2690.0,0
CUISINE & CO,SANTA ISABEL,Despensa,4170.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3830.0,0
ALCAFOOD,SANTA ISABEL,Despensa,6850.0,0
MAGGI,SANTA ISABEL,Despensa,680.0,0
ALACENA,SANTA ISABEL,Despensa,7160.0,0
PASSAGE FOODS,SANTA ISABEL,Despensa,2490.0,0
DON JUAN,SANTA ISABEL,Despensa,1820.0,0
NOTCO,SANTA ISABEL,Despensa,3650.0,0
NOTCO,SANTA ISABEL,Despensa,3650.0,0
ACONCAGUA,SANTA ISABEL,Despensa,1290.0,0
TALLIANI,SANTA ISABEL,Despensa,2290.0,0
MCCORMICK,SANTA ISABEL,Despensa,3990.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3640.0,0
UNDERWOOD,SANTA ISABEL,Despensa,4570.0,0
GOURMET,SANTA ISABEL,Despensa,4570.0,0
INFERNO,SANTA ISABEL,Despensa,2390.0,0
KIKKOMAN,SANTA ISABEL,Despensa,4790.0,0
ALACENA,SANTA ISABEL,Despensa,1000.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,2960.0,0
CHOLULA,SANTA ISABEL,Despensa,3090.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3790.0,0
INFERNO,SANTA ISABEL,Despensa,2440.0,0
INFERNO,SANTA ISABEL,Despensa,2440.0,0
GOURMET,SANTA ISABEL,Despensa,2290.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,1820.0,0
QUILLAYES,SANTA ISABEL,Despensa,2990.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3870.0,0
MI PLANTA MORRON,SANTA ISABEL,Despensa,2880.0,0
MI PLANTA MORRON,SANTA ISABEL,Despensa,2830.0,0
GOURMET,SANTA ISABEL,Despensa,4990.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,1690.0,0
HEINZ,SANTA ISABEL,Despensa,3290.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,2850.0,0
ACONCAGUA,SANTA ISABEL,Despensa,1200.0,0
NAKD,SANTA ISABEL,Despensa,5090.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3790.0,0
ACONCAGUA,SANTA ISABEL,Despensa,1200.0,0
GOURMET,SANTA ISABEL,Despensa,4460.0,0
VIVO,SANTA ISABEL,Despensa,900.0,0
CUISINE & CO,SANTA ISABEL,Despensa,1790.0,0
SANTA ISABEL,SANTA ISABEL,Despensa,2250.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,1990.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3640.0,0
GOURMET,SANTA ISABEL,Despensa,2960.0,0
EXOTIC FOOD,SANTA ISABEL,Despensa,1533.0,0
MAXIMA,SANTA ISABEL,Despensa,1570.0,0
MCCORMICK,SANTA ISABEL,Despensa,1490.0,0
LOBOS,SANTA ISABEL,Despensa,2340.0,0
MILO,SANTA ISABEL,Despensa,3890.0,0
GOURMET,SANTA ISABEL,Despensa,1990.0,0
CUISINE & CO,SANTA ISABEL,Despensa,1790.0,0
CRE-MOS,SANTA ISABEL,Despensa,1450.0,0
MI PLANTA MORRON,SANTA ISABEL,Despensa,2830.0,0
CUISINE & CO,SANTA ISABEL,Despensa,1790.0,0
COSTA,SANTA ISABEL,Despensa,1350.0,0
CUISINE & CO,SANTA ISABEL,Despensa,4230.0,0
COSTA,SANTA ISABEL,Despensa,1350.0,0
GOURMET,SANTA ISABEL,Despensa,740.0,0
CUISINE & CO,SANTA ISABEL,Despensa,2390.0,0
COSTA,SANTA ISABEL,Despensa,1350.0,0
VIVO,SANTA ISABEL,Despensa,940.0,0
NAKD,SANTA ISABEL,Despensa,5290.0,0
GOURMET,SANTA ISABEL,Despensa,4550.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3490.0,0
COLUN,SANTA ISABEL,Despensa,71880.0,0
GOURMET,SANTA ISABEL,Despensa,4730.0,0
ST DALFOUR,SANTA ISABEL,Despensa,4980.0,0
GOURMET,SANTA ISABEL,Despensa,4790.0,0
CUISINE & CO,SANTA ISABEL,Despensa,3190.0,0
GOURMET,SANTA ISABEL,Despensa,4670.0,0
KRAFT,SANTA ISABEL,Despensa,4090.0,0
LOCOS X EL ASADO,SANTA ISABEL,Despensa,2730.0,0
INFERNO,SANTA ISABEL,Despensa,2390.0,0
CUISINE & CO,SANTA ISABEL,Despensa,2390.0,0
LA COSTEÑA,SANTA ISABEL,Despensa,2850.0,0
CRE-MOS,SANTA ISABEL,Despensa,1450.0,0
NOTCO,SANTA ISABEL,Despensa,4190.0,0
MONT BLANC,SANTA ISABEL,Despensa,2130.0,0
NOTCO,SANTA ISABEL,Despensa,4190.0,0
CUISINE & CO,SANTA ISABEL,Despensa,1790.0,0
CUISINE & CO,SANTA ISABEL,Despensa,2390.0,0
GOURMET,SANTA ISABEL,Lacteos y Congelados,3220.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2790.0,0
GOURMET,SANTA ISABEL,Lacteos y Congelados,3530.0,0
PEARL RIVER BRIDGE,SANTA ISABEL,Lacteos y Congelados,3190.0,0
DON JUAN,SANTA ISABEL,Lacteos y Congelados,1130.0,0
SAN JOSE,SANTA ISABEL,Lacteos y Congelados,1490.0,0
SAN JOSE,SANTA ISABEL,Lacteos y Congelados,1450.0,0
SAN JOSE,SANTA ISABEL,Lacteos y Congelados,1450.0,0
SAN JOSE,SANTA ISABEL,Lacteos y Congelados,1450.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,8790.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,990.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,1490.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,12990.0,0
SAN JOSE,SANTA ISABEL,Lacteos y Congelados,2190.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,970.0,0
IANSA,SANTA ISABEL,Lacteos y Congelados,990.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2430.0,0
CHEF,SANTA ISABEL,Lacteos y Congelados,3560.0,0
BANQUETE,SANTA ISABEL,Lacteos y Congelados,1690.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
MIRAFLORES,SANTA ISABEL,Lacteos y Congelados,2000.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1260.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
TUCAPEL,SANTA ISABEL,Lacteos y Congelados,2350.0,0
TUCAPEL,SANTA ISABEL,Lacteos y Congelados,2000.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1790.0,0
MONT BLANC,SANTA ISABEL,Lacteos y Congelados,1090.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,950.0,0
NESTLE,SANTA ISABEL,Lacteos y Congelados,1000.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
IANSA,SANTA ISABEL,Lacteos y Congelados,1420.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,950.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,840.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,870.0,0
CHEF,SANTA ISABEL,Lacteos y Congelados,8990.0,0
MILDRED TEA,SANTA ISABEL,Lacteos y Congelados,2390.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,4890.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,840.0,0
NESTLE,SANTA ISABEL,Lacteos y Congelados,1290.0,0
CHEF,SANTA ISABEL,Lacteos y Congelados,14880.0,0
MONT BLANC,SANTA ISABEL,Lacteos y Congelados,1090.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,840.0,0
ROBINSON CRUSOE,SANTA ISABEL,Lacteos y Congelados,1490.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,890.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,1990.0,0
BELMONT,SANTA ISABEL,Lacteos y Congelados,2590.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,3650.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,2990.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,1000.0,0
LOBOS,SANTA ISABEL,Lacteos y Congelados,530.0,0
KRAFT,SANTA ISABEL,Lacteos y Congelados,7030.0,0
HELLMANNS,SANTA ISABEL,Lacteos y Congelados,3190.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,890.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,840.0,0
GOLD,SANTA ISABEL,Lacteos y Congelados,5450.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1870.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,4490.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,2030.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,480.0,0
MIRAFLORES,SANTA ISABEL,Lacteos y Congelados,1990.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2490.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,670.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
DE REYES,SANTA ISABEL,Lacteos y Congelados,1190.0,0
VAN CAMPS,SANTA ISABEL,Lacteos y Congelados,1950.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2450.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,480.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1000.0,0
IANSA,SANTA ISABEL,Lacteos y Congelados,1400.0,0
KRAFT,SANTA ISABEL,Lacteos y Congelados,3990.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
HUASCO,SANTA ISABEL,Lacteos y Congelados,14990.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,670.0,0
GOLD,SANTA ISABEL,Lacteos y Congelados,7490.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,1000.0,0
HELLMANNS,SANTA ISABEL,Lacteos y Congelados,5190.0,0
TUCAPEL,SANTA ISABEL,Lacteos y Congelados,1150.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
NATURA,SANTA ISABEL,Lacteos y Congelados,3490.0,0
LONCOLECHE,SANTA ISABEL,Lacteos y Congelados,1370.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,520.0,0
MIRAFLORES,SANTA ISABEL,Lacteos y Congelados,1990.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,890.0,0
VAN CAMPS,SANTA ISABEL,Lacteos y Congelados,1950.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,8310.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1000.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,8590.0,0
MILO,SANTA ISABEL,Lacteos y Congelados,2690.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,1230.0,0
COLUN,SANTA ISABEL,Lacteos y Congelados,1190.0,0
HELLMANNS,SANTA ISABEL,Lacteos y Congelados,2890.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,5150.0,0
QUAKER,SANTA ISABEL,Lacteos y Congelados,2500.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,1170.0,0
POMAROLA,SANTA ISABEL,Lacteos y Congelados,850.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,950.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,480.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,1450.0,0
GOURMET,SANTA ISABEL,Lacteos y Congelados,980.0,0
TRIX,SANTA ISABEL,Lacteos y Congelados,2690.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,1210.0,0
MAGGI,SANTA ISABEL,Lacteos y Congelados,1650.0,0
SOPROLE,SANTA ISABEL,Lacteos y Congelados,4990.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,720.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,3190.0,0
SUPERIOR,SANTA ISABEL,Lacteos y Congelados,3420.0,0
GIADA,SANTA ISABEL,Lacteos y Congelados,11190.0,0
MARTINI,SANTA ISABEL,Lacteos y Congelados,1820.0,0
SOPROLE,SANTA ISABEL,Lacteos y Congelados,1290.0,0
HELLMANNS,SANTA ISABEL,Lacteos y Congelados,2490.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,2890.0,0
KRAFT,SANTA ISABEL,Lacteos y Congelados,9890.0,0
KRAFT,SANTA ISABEL,Lacteos y Congelados,4690.0,0
MIRAFLORES,SANTA ISABEL,Lacteos y Congelados,2190.0,0
TRATTORIA,SANTA ISABEL,Lacteos y Congelados,1190.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,970.0,0
TRATTORIA,SANTA ISABEL,Lacteos y Congelados,1190.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,1000.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,520.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,480.0,0
MILDRED TEA,SANTA ISABEL,Lacteos y Congelados,2390.0,0
COSTA,SANTA ISABEL,Lacteos y Congelados,3490.0,0
NATUR,SANTA ISABEL,Lacteos y Congelados,440.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,1390.0,0
COLLICO,SANTA ISABEL,Lacteos y Congelados,250.0,0
HELLMANNS,SANTA ISABEL,Lacteos y Congelados,3420.0,0
NATUR,SANTA ISABEL,Lacteos y Congelados,440.0,0
SURLAT,SANTA ISABEL,Lacteos y Congelados,1340.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,5500.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,950.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,930.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,2290.0,0
BANQUETE,SANTA ISABEL,Lacteos y Congelados,17360.0,0
SAN JOSE,SANTA ISABEL,Lacteos y Congelados,1940.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,460.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,1530.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,2990.0,0
WASIL,SANTA ISABEL,Lacteos y Congelados,1720.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,2390.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,520.0,0
HUASCO,SANTA ISABEL,Lacteos y Congelados,7990.0,0
COSTA,SANTA ISABEL,Lacteos y Congelados,1920.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,1200.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2450.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,3420.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,1590.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,10590.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1890.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,1450.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,1430.0,0
BANQUETE,SANTA ISABEL,Lacteos y Congelados,3490.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,1530.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
CRUZEIRO,SANTA ISABEL,Lacteos y Congelados,8590.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1520.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,490.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,770.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,950.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,1210.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1490.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,1000.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1090.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,2890.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,2190.0,0
IANSA,SANTA ISABEL,Lacteos y Congelados,990.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,550.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,520.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,470.0,0
MARLEY COFFEE,SANTA ISABEL,Lacteos y Congelados,7590.0,0
COSTA,SANTA ISABEL,Lacteos y Congelados,1920.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2610.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,4440.0,0
ECCO,SANTA ISABEL,Lacteos y Congelados,3630.0,0
LIPTON,SANTA ISABEL,Lacteos y Congelados,7440.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,1000.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
MIRAFLORES,SANTA ISABEL,Lacteos y Congelados,3150.0,0
MONTECRISTO,SANTA ISABEL,Lacteos y Congelados,6390.0,0
HUASCO,SANTA ISABEL,Lacteos y Congelados,25990.0,0
HELLMANNS,SANTA ISABEL,Lacteos y Congelados,3890.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,580.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1080.0,0
HEINZ,SANTA ISABEL,Lacteos y Congelados,3390.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,790.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,3290.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,1170.0,0
HOFFMANN,SANTA ISABEL,Lacteos y Congelados,1990.0,0
COLLICO,SANTA ISABEL,Lacteos y Congelados,2280.0,0
ROBINSON CRUSOE,SANTA ISABEL,Lacteos y Congelados,3590.0,0
GOLD,SANTA ISABEL,Lacteos y Congelados,5450.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1690.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,490.0,0
TRATTORIA,SANTA ISABEL,Lacteos y Congelados,1190.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,790.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,8490.0,0
OLIVO DE PLATA,SANTA ISABEL,Lacteos y Congelados,16490.0,0
TRAVERSO,SANTA ISABEL,Lacteos y Congelados,1200.0,0
MONTERREY,SANTA ISABEL,Lacteos y Congelados,4490.0,0
POMAROLA,SANTA ISABEL,Lacteos y Congelados,960.0,0
CARICIA,SANTA ISABEL,Lacteos y Congelados,880.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,470.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,580.0,0
IMPERIAL,SANTA ISABEL,Lacteos y Congelados,890.0,0
GOLD,SANTA ISABEL,Lacteos y Congelados,6890.0,0
PILLOWS,SANTA ISABEL,Lacteos y Congelados,2890.0,0
ROBINSON CRUSOE,SANTA ISABEL,Lacteos y Congelados,1690.0,0
QUAKER,SANTA ISABEL,Lacteos y Congelados,2590.0,0
HEINZ,SANTA ISABEL,Lacteos y Congelados,920.0,0
ESMERALDA,SANTA ISABEL,Lacteos y Congelados,750.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,470.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,490.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,1630.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,960.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,580.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,580.0,0
MAGGI,SANTA ISABEL,Lacteos y Congelados,720.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,260.0,0
NATUR,SANTA ISABEL,Lacteos y Congelados,440.0,0
THE WILD FOODS,SANTA ISABEL,Lacteos y Congelados,4990.0,0
ANGELMO,SANTA ISABEL,Lacteos y Congelados,1550.0,0
LIPTON,SANTA ISABEL,Lacteos y Congelados,4790.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1990.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,990.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,1000.0,0
JB,SANTA ISABEL,Lacteos y Congelados,1920.0,0
IANSA AGRO,SANTA ISABEL,Lacteos y Congelados,2890.0,0
KELLOGGS,SANTA ISABEL,Lacteos y Congelados,4670.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1590.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,14390.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1690.0,0
VIVO,SANTA ISABEL,Lacteos y Congelados,2190.0,0
COLA CAO,SANTA ISABEL,Lacteos y Congelados,5690.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,580.0,0
MAGGI,SANTA ISABEL,Lacteos y Congelados,720.0,0
MUTTI,SANTA ISABEL,Lacteos y Congelados,3143.0,0
CHOCAPIC,SANTA ISABEL,Lacteos y Congelados,3690.0,0
DILMAH,SANTA ISABEL,Lacteos y Congelados,5990.0,0
TUCAPEL,SANTA ISABEL,Lacteos y Congelados,2490.0,0
EN LINEA,SANTA ISABEL,Lacteos y Congelados,1790.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1890.0,0
MONTERREY,SANTA ISABEL,Lacteos y Congelados,4490.0,0
COSTA,SANTA ISABEL,Lacteos y Congelados,1920.0,0
HEINZ,SANTA ISABEL,Lacteos y Congelados,1820.0,0
MAXIMA,SANTA ISABEL,Lacteos y Congelados,1430.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,950.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,2360.0,0
HAITI,SANTA ISABEL,Lacteos y Congelados,5400.0,0
DAROMA,SANTA ISABEL,Lacteos y Congelados,5610.0,0
NESCAFE,SANTA ISABEL,Lacteos y Congelados,16110.0,0
QUAKER,SANTA ISABEL,Lacteos y Congelados,2630.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,490.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,4190.0,0
NESTLE,SANTA ISABEL,Lacteos y Congelados,1450.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,840.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,14990.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,1750.0,0
CAROZZI,SANTA ISABEL,Lacteos y Congelados,2290.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,820.0,0
SUPREMO,SANTA ISABEL,Lacteos y Congelados,3290.0,0
THE WILD FOODS,SANTA ISABEL,Lacteos y Congelados,4990.0,0
LA MOLISANA,SANTA ISABEL,Lacteos y Congelados,2890.0,0
WATTS,SANTA ISABEL,Lacteos y Congelados,1210.0,0
TALLIANI,SANTA ISABEL,Lacteos y Congelados,2030.0,0
HEINZ,SANTA ISABEL,Lacteos y Congelados,1150.0,0
MUTTI,SANTA ISABEL,Lacteos y Congelados,2093.0,0
TE CLUB,SANTA ISABEL,Lacteos y Congelados,2550.0,0
MAIZENA,SANTA ISABEL,Lacteos y Congelados,3420.0,0
LUCCHETTI,SANTA ISABEL,Lacteos y Congelados,1050.0,0
CUISINE & CO,SANTA ISABEL,Lacteos y Congelados,4790.0,0
GOURMET,SANTA ISABEL,Lacteos y Congelados,550.0,0
PARMALAT,SANTA ISABEL,Lacteos y Congelados,1000.0,0
