marca,supermercado,categoria,precio,prediction
GENERICA,ACUENTA,Aves,2690.0,2
GENERICA,ACUENTA,Colaciones/Postres,1950.0,1
GENERICA,ACUENTA,Fiambrería,2350.0,2
LIDER,ACUENTA,Colaciones/Postres,250.0,1
SURLAT,ACUENTA,Otros Frescos,1190.0,2
LIDER,ACUENTA,Colaciones/Postres,250.0,1
GENERICA,ACUENTA,Lácteos,2190.0,2
GENERICA,ACUENTA,Otros Frescos,1984.0,2
GENERICA,ACUENTA,Otros Frescos,1990.0,2
GENERICA,ACUENTA,Otros Frescos,2150.0,2
SOPROLE,ACUENTA,Lácteos,1250.0,2
GENERICA,ACUENTA,Lácteos,1350.0,2
LIDER,ACUENTA,Lácteos,5790.0,2
PF,ACUENTA,Fiambrería,1790.0,2
GENERICA,ACUENTA,Lácteos,3590.0,2
GENERICA,ACUENTA,Lácteos,6490.0,2
LIDER,ACUENTA,Otros Frescos,2990.0,2
GENERICA,ACUENTA,Lácteos,5190.0,2
GENERICA,ACUENTA,Lácteos,1350.0,2
GENERICA,ACUENTA,Lácteos,11090.0,2
GENERICA,ACUENTA,Lácteos,6090.0,2
LIDER,ACUENTA,Colaciones/Postres,250.0,1
LIDER,ACUENTA,Huevos,3990.0,1
LIDER,ACUENTA,Colaciones/Postres,250.0,1
LIDER,ACUENTA,Colaciones/Postres,250.0,1
LIDER,ACUENTA,Lácteos/Fiambrería,2490.0,2
GENERICA,ACUENTA,Otros Frescos,3890.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,2950.0,2
SOPROLE,ACUENTA,Lácteos/Fiambrería,2590.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,5690.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,1890.0,2
GENERICA,ACUENTA,Lácteos/Fiambrería,1950.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,2850.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,2290.0,2
QUILLAYES,ACUENTA,Lácteos/Fiambrería,3390.0,2
GENERICA,ACUENTA,Fiambrería,1550.0,2
COLUN,ACUENTA,Lácteos/Fiambrería,2890.0,2
COLUN,ACUENTA,Lácteos/Fiambrería,990.0,2
GENERICA,ACUENTA,Lácteos/Fiambrería,3850.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,5890.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,4490.0,2
COLUN,ACUENTA,Otros Frescos,2790.0,2
SOPROLE,ACUENTA,Lácteos/Fiambrería,4250.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,3290.0,2
GENERICA,ACUENTA,Colaciones/Postres,670.0,1
PF,ACUENTA,Aves,2090.0,2
SAN JORGE,ACUENTA,Fiambrería,1550.0,2
WINTER,ACUENTA,Fiambrería,2290.0,2
GENERICA,ACUENTA,Otros Frescos,2090.0,2
SAN JORGE,ACUENTA,Fiambrería,1990.0,2
SAN JORGE,ACUENTA,Fiambrería,2250.0,2
COLUN,ACUENTA,Lácteos,1750.0,2
GENERICA,ACUENTA,Lácteos,3190.0,2
COLUN,ACUENTA,Lácteos,3690.0,2
GENERICA,ACUENTA,Aves,3390.0,2
GENERICA,ACUENTA,Otros Frescos,3390.0,2
GENERICA,ACUENTA,Cerdo,2050.0,1
GENERICA,ACUENTA,Fiambrería,990.0,2
CALO,ACUENTA,Lácteos,2350.0,2
SOPROLE,ACUENTA,Lácteos,540.0,2
GENERICA,ACUENTA,Otros Frescos,2250.0,2
PF,ACUENTA,Fiambrería,1950.0,2
GENERICA,ACUENTA,Lácteos,3390.0,2
WINTER,ACUENTA,Otros Frescos,1690.0,2
GENERICA,ACUENTA,Fiambrería,1090.0,2
GENERICA,ACUENTA,Fiambrería,1090.0,2
GENERICA,ACUENTA,Aves,1150.0,2
LIDER,ACUENTA,Huevos,1990.0,1
SOPROLE,ACUENTA,Colaciones/Postres,670.0,1
GENERICA,ACUENTA,Fiambrería,2550.0,2
LIDER,ACUENTA,Lácteos,2950.0,2
PF,ACUENTA,Otros Frescos,2750.0,2
CALO,ACUENTA,Lácteos,1750.0,2
PF,ACUENTA,Fiambrería,1350.0,2
PF,ACUENTA,Fiambrería,2590.0,2
GENERICA,ACUENTA,Colaciones/Postres,670.0,1
GENERICA,ACUENTA,Otros Frescos,4890.0,2
WINTER,ACUENTA,Fiambrería,2750.0,2
SOPROLE,ACUENTA,Lácteos/Fiambrería,3890.0,2
COLUN,ACUENTA,Colaciones/Postres,380.0,1
GENERICA,ACUENTA,Fiambrería,2650.0,2
COLUN,ACUENTA,Lácteos,3890.0,2
GENERICA,ACUENTA,Fiambrería,1690.0,2
SAN JORGE,ACUENTA,Fiambrería,1790.0,2
GENERICA,ACUENTA,Huevos,4090.0,1
PF,ACUENTA,Otros Frescos,3590.0,2
GENERICA,ACUENTA,Otros Frescos,490.0,2
GENERICA,ACUENTA,Colaciones/Postres,660.0,1
LIDER,ACUENTA,Lácteos/Fiambrería,990.0,2
PF,ACUENTA,Otros Frescos,1350.0,2
GENERICA,ACUENTA,Fiambrería,1950.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,2850.0,2
GENERICA,ACUENTA,Colaciones/Postres,760.0,1
GENERICA,ACUENTA,Fiambrería,1350.0,2
COLUN,ACUENTA,Lácteos/Fiambrería,2950.0,2
GENERICA,ACUENTA,Colaciones/Postres,770.0,1
SOPROLE,ACUENTA,Colaciones/Postres,770.0,1
GENERICA,ACUENTA,Cerdo,2250.0,1
GENERICA,ACUENTA,Colaciones/Postres,680.0,1
GENERICA,ACUENTA,Fiambrería,2150.0,2
GENERICA,ACUENTA,Aves,2490.0,2
GENERICA,ACUENTA,Otros Frescos,490.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,840.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,990.0,2
LIDER,ACUENTA,Lácteos/Fiambrería,990.0,2
GENERICA,ACUENTA,Lácteos,2250.0,2
GENERICA,ACUENTA,Colaciones/Postres,800.0,1
LLANQUIHUE,ACUENTA,Fiambrería,2590.0,2
GENERICA,ACUENTA,Colaciones/Postres,810.0,1
GENERICA,ACUENTA,Lácteos,2890.0,2
GENERICA,ACUENTA,Lácteos/Fiambrería,7890.0,2
COLUN,ACUENTA,Lácteos/Fiambrería,2290.0,2
GENERICA,ACUENTA,Lácteos/Fiambrería,5950.0,2
QUILLAYES,ACUENTA,Lácteos/Fiambrería,6590.0,2
GENERICA,ACUENTA,Lácteos/Fiambrería,3590.0,2
QUILLAYES,ACUENTA,Lácteos/Fiambrería,3190.0,2
QUILLAYES,ACUENTA,Lácteos/Fiambrería,5890.0,2
GENERICA,ACUENTA,Colaciones/Postres,1890.0,1
TIL,ACUENTA,Otros Frescos,610.0,2
TIL,ACUENTA,Lácteos,450.0,2
COLUN,ACUENTA,Lácteos,550.0,2
COLUN,ACUENTA,Lácteos,590.0,2
GENERICA,ACUENTA,Lácteos,450.0,2
LONCOLECHE,ACUENTA,Lácteos,450.0,2
COLUN,ACUENTA,Colaciones/Postres,280.0,1
COLUN,ACUENTA,Colaciones/Postres,280.0,1
SOPROLE,ACUENTA,Lácteos,530.0,2
SOPROLE,ACUENTA,Lácteos,670.0,2
LONCOLECHE,ACUENTA,Lácteos,450.0,2
SOPROLE,ACUENTA,Lácteos,530.0,2
SOPROLE,ACUENTA,Lácteos,400.0,2
GENERICA,ACUENTA,Lácteos,570.0,2
GENERICA,ACUENTA,Lácteos,570.0,2
GENERICA,ACUENTA,Lácteos,2490.0,2
GENERICA,ACUENTA,Otros Frescos,720.0,2
GENERICA,ACUENTA,Lácteos/Fiambrería,3590.0,2
GENERICA,ACUENTA,Otros Frescos,720.0,2
GENERICA,ACUENTA,Otros Frescos,390.0,2
GENERICA,ACUENTA,Lácteos,1290.0,2
GENERICA,ACUENTA,Otros Frescos,3090.0,2
GENERICA,ACUENTA,Lácteos,990.0,2
SOPROLE,ACUENTA,Otros Frescos,3290.0,2
GENERICA,ACUENTA,Otros Frescos,4090.0,2
GENERICA,ACUENTA,Otros Frescos,680.0,2
GENERICA,ACUENTA,Otros Frescos,650.0,2
TIL,ACUENTA,Lácteos,3690.0,2
GENERICA,ACUENTA,Lácteos,2890.0,2
SOPROLE,ACUENTA,Lácteos,1650.0,2
WATTS,ACUENTA,Lácteos,3790.0,2
GENERICA,ACUENTA,Otros Frescos,2590.0,2
GENERICA,ACUENTA,Otros Frescos,620.0,2
GENERICA,ACUENTA,Otros Frescos,480.0,2
TIL,ACUENTA,Otros Frescos,1090.0,2
GENERICA,ACUENTA,Lácteos,2390.0,2
GENERICA,ACUENTA,Otros Frescos,1090.0,2
GENERICA,ACUENTA,Otros Frescos,480.0,2
GENERICA,ACUENTA,Colaciones/Postres,810.0,1
NUESTRA COCINA,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,1890.0,0
NUESTRA COCINA,UNIMARC,Despensa,1790.0,0
TUCAPEL,UNIMARC,Despensa,1090.0,0
MERKAT,UNIMARC,Despensa,1550.0,0
LUCCHETTI,UNIMARC,Despensa,21590.0,0
NUESTRA COCINA,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
HELLMANNS,UNIMARC,Despensa,3490.0,0
TUCAPEL,UNIMARC,Despensa,2450.0,0
NUESTRA COCINA,UNIMARC,Despensa,1250.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
POMAROLA,UNIMARC,Despensa,4150.0,0
MARCO POLO,UNIMARC,Despensa,2000.0,0
MONT BLANC,UNIMARC,Despensa,1100.0,0
NUESTRA COCINA,UNIMARC,Despensa,1000.0,0
CLUB SOCIAL,UNIMARC,Despensa,33990.0,0
NUESTRA COCINA,UNIMARC,Despensa,1990.0,0
NUESTRA COCINA,UNIMARC,Despensa,1000.0,0
MERKAT,UNIMARC,Despensa,1190.0,0
MERKAT,UNIMARC,Despensa,990.0,0
LUCCHETTI,UNIMARC,Despensa,3290.0,0
LUCCHETTI,UNIMARC,Despensa,21500.0,0
NUESTRA COCINA,UNIMARC,Despensa,3000.0,0
NUESTRA COCINA,UNIMARC,Despensa,3000.0,0
ROBINSON CRUSOE,UNIMARC,Despensa,1990.0,0
CAROZZI,UNIMARC,Despensa,510.0,0
MAGGI,UNIMARC,Despensa,1390.0,0
VAN CAMPS,UNIMARC,Despensa,23000.0,0
NUESTRA COCINA,UNIMARC,Despensa,12990.0,0
CAROZZI,UNIMARC,Despensa,21490.0,0
MERKAT,UNIMARC,Despensa,8390.0,0
NUESTRA COCINA,UNIMARC,Despensa,23000.0,0
LOBOS,UNIMARC,Despensa,610.0,0
CAROZZI,UNIMARC,Despensa,21590.0,0
NUESTRA COCINA,UNIMARC,Despensa,2550.0,0
CHEF,UNIMARC,Despensa,3750.0,0
DOÑA CLARA,UNIMARC,Despensa,21000.0,0
LUCCHETTI,UNIMARC,Despensa,21590.0,0
LAYS,UNIMARC,Despensa,2000.0,0
VAN CAMPS,UNIMARC,Despensa,1990.0,0
NUESTRA COCINA,UNIMARC,Despensa,1490.0,0
LAYS,UNIMARC,Despensa,2000.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
KRAFT,UNIMARC,Despensa,7290.0,0
NUESTRA COCINA,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,450.0,0
TUCAPEL,UNIMARC,Despensa,2590.0,0
CARAVELLA,UNIMARC,Despensa,6990.0,0
MONT BLANC,UNIMARC,Despensa,1390.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
MERKAT,UNIMARC,Despensa,880.0,0
CAROZZI,UNIMARC,Despensa,21590.0,0
NUESTRA COCINA,UNIMARC,Despensa,1650.0,0
LAYS,UNIMARC,Despensa,2490.0,0
LAYS,UNIMARC,Despensa,1743.0,0
CHEF,UNIMARC,Despensa,7750.0,0
TRAVERSO,UNIMARC,Despensa,1000.0,0
LAYS,UNIMARC,Despensa,2490.0,0
KRYZPO,UNIMARC,Despensa,23280.0,0
LUCCHETTI,UNIMARC,Despensa,21590.0,0
LUCCHETTI,UNIMARC,Despensa,21500.0,0
LAYS,UNIMARC,Despensa,2490.0,0
MAGGI,UNIMARC,Despensa,31430.0,0
NUESTRA COCINA,UNIMARC,Despensa,4450.0,0
ANGELMO,UNIMARC,Despensa,1190.0,0
CAROZZI,UNIMARC,Despensa,21600.0,0
NUESTRA COCINA,UNIMARC,Despensa,3250.0,0
EVERCRISP,UNIMARC,Despensa,2090.0,0
LUCCHETTI,UNIMARC,Despensa,1090.0,0
NUESTRA COCINA,UNIMARC,Despensa,2690.0,0
TRATTORIA,UNIMARC,Despensa,890.0,0
LUCCHETTI,UNIMARC,Despensa,1090.0,0
KRYZPO,UNIMARC,Despensa,23280.0,0
SELZ,UNIMARC,Despensa,1190.0,0
MAGGI,UNIMARC,Despensa,21200.0,0
CAROZZI,UNIMARC,Despensa,2590.0,0
MAGGI,UNIMARC,Despensa,31550.0,0
LAYS,UNIMARC,Despensa,1900.0,0
NUESTRA COCINA,UNIMARC,Despensa,3650.0,0
NUESTRA COCINA,UNIMARC,Despensa,1000.0,0
TRATTORIA,UNIMARC,Despensa,890.0,0
MARCO POLO,UNIMARC,Despensa,2000.0,0
EVERCRISP,UNIMARC,Despensa,2090.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
CAROZZI,UNIMARC,Despensa,990.0,0
MERKAT,UNIMARC,Despensa,390.0,0
CAROZZI,UNIMARC,Despensa,21590.0,0
WASIL,UNIMARC,Despensa,1790.0,0
CAROZZI,UNIMARC,Despensa,21590.0,0
MAGGI,UNIMARC,Despensa,21200.0,0
CAROZZI,UNIMARC,Despensa,21590.0,0
CAROZZI,UNIMARC,Despensa,1950.0,0
CLUB SOCIAL,UNIMARC,Despensa,22780.0,0
TRAVERSO,UNIMARC,Despensa,990.0,0
MAGGI,UNIMARC,Despensa,31510.0,0
CAROZZI,UNIMARC,Despensa,21590.0,0
KRAFT,UNIMARC,Despensa,4250.0,0
MAGGI,UNIMARC,Despensa,21200.0,0
NUESTRA COCINA,UNIMARC,Despensa,2000.0,0
HELLMANNS,UNIMARC,Despensa,5490.0,0
MAGGI,UNIMARC,Despensa,31460.0,0
MERKAT,UNIMARC,Despensa,950.0,0
RITZ,UNIMARC,Despensa,590.0,0
NUESTRA COCINA,UNIMARC,Despensa,23000.0,0
NUESTRA COCINA,UNIMARC,Despensa,700.0,0
POMAROLA,UNIMARC,Despensa,870.0,0
NUESTRA COCINA,UNIMARC,Despensa,2890.0,0
TRATTORIA,UNIMARC,Despensa,890.0,0
MAGGI,UNIMARC,Despensa,21200.0,0
LECHE SUR,UNIMARC,Despensa,22880.0,0
CHEETOS,UNIMARC,Despensa,1650.0,0
NUESTRA COCINA,UNIMARC,Despensa,23000.0,0
CLUB SOCIAL,UNIMARC,Despensa,22780.0,0
NUESTRA COCINA,UNIMARC,Despensa,5000.0,0
PANCHO VILLA,UNIMARC,Despensa,1000.0,0
MAGGI,UNIMARC,Despensa,31550.0,0
MAGGI,UNIMARC,Despensa,31460.0,0
EVERCRISP,UNIMARC,Despensa,2000.0,0
MARCO POLO,UNIMARC,Despensa,1000.0,0
CLUB SOCIAL,UNIMARC,Despensa,22780.0,0
CAROZZI,UNIMARC,Despensa,3090.0,0
MAGGI,UNIMARC,Despensa,21200.0,0
MAGGI,UNIMARC,Despensa,31510.0,0
TUCAPEL,UNIMARC,Despensa,1790.0,0
LAYS,UNIMARC,Despensa,2250.0,0
IANSA CERO K,UNIMARC,Despensa,3490.0,0
CAROZZI,UNIMARC,Despensa,1390.0,0
TUCAPEL,UNIMARC,Despensa,1290.0,0
MAGGI,UNIMARC,Despensa,31550.0,0
CARAVELLA,UNIMARC,Despensa,6990.0,0
BANQUETE,UNIMARC,Despensa,4390.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
HELLMANNS,UNIMARC,Despensa,1000.0,0
BANQUETE,UNIMARC,Despensa,2750.0,0
CAROZZI,UNIMARC,Despensa,990.0,0
NATURA,UNIMARC,Despensa,2000.0,0
IANSA,UNIMARC,Despensa,1490.0,0
KARDAMILI,UNIMARC,Despensa,18890.0,0
MAGGI,UNIMARC,Despensa,31200.0,0
MERKAT,UNIMARC,Despensa,870.0,0
JB,UNIMARC,Despensa,3090.0,0
IANSA,UNIMARC,Despensa,1350.0,0
PANCHO VILLA,UNIMARC,Despensa,950.0,0
TRATTORIA,UNIMARC,Despensa,890.0,0
CAROZZI,UNIMARC,Despensa,2850.0,0
NUESTRA COCINA,UNIMARC,Despensa,23000.0,0
HELLMANNS,UNIMARC,Despensa,3000.0,0
MERKAT,UNIMARC,Despensa,880.0,0
BUKA,UNIMARC,Despensa,1000.0,0
MAGGI,UNIMARC,Despensa,31120.0,0
LUCCHETTI,UNIMARC,Despensa,980.0,0
WASIL,UNIMARC,Despensa,23000.0,0
LOS GRANOS,UNIMARC,Despensa,2300.0,0
EVERCRISP,UNIMARC,Despensa,1850.0,0
MERKAT,UNIMARC,Despensa,4150.0,0
LIVEAN,UNIMARC,Despensa,890.0,0
NUESTRA COCINA,UNIMARC,Despensa,4000.0,0
VIVO,UNIMARC,Despensa,860.0,0
NUESTRA COCINA,UNIMARC,Despensa,2150.0,0
MAGGI,UNIMARC,Despensa,31150.0,0
LUCCHETTI,UNIMARC,Despensa,43000.0,0
DAILY,UNIMARC,Despensa,4950.0,0
MAGGI,UNIMARC,Despensa,31150.0,0
LUCCHETTI,UNIMARC,Despensa,980.0,0
GOURMET,UNIMARC,Despensa,31000.0,0
PF LISTO,UNIMARC,Despensa,4190.0,0
MAGGI,UNIMARC,Despensa,31150.0,0
BANQUETE,UNIMARC,Despensa,2590.0,0
MAGGI,UNIMARC,Despensa,1290.0,0
NUESTRA COCINA,UNIMARC,Despensa,700.0,0
DORITOS,UNIMARC,Despensa,1000.0,0
DAILY,UNIMARC,Despensa,1650.0,0
MAGGI,UNIMARC,Despensa,31150.0,0
GOURMET,UNIMARC,Despensa,31090.0,0
GOURMET,UNIMARC,Despensa,31000.0,0
MAGGI,UNIMARC,Despensa,1290.0,0
IANSA,UNIMARC,Despensa,7390.0,0
GOURMET,UNIMARC,Despensa,31000.0,0
MAGGI,UNIMARC,Despensa,32200.0,0
MIRAFLORES,UNIMARC,Despensa,2990.0,0
CRACKELET,UNIMARC,Despensa,1000.0,0
PANCHO VILLA,UNIMARC,Despensa,1000.0,0
GOURMET,UNIMARC,Despensa,31090.0,0
TUCAPEL,UNIMARC,Despensa,1300.0,0
CHEF,UNIMARC,Despensa,16290.0,0
TRATTORIA,UNIMARC,Despensa,2380.0,0
NATUREZZA,UNIMARC,Despensa,31000.0,0
LAYS,UNIMARC,Despensa,1890.0,0
TRAVERSO,UNIMARC,Despensa,4150.0,0
CAROZZI,UNIMARC,Despensa,1090.0,0
SELECTA,UNIMARC,Despensa,1400.0,0
LIVEAN,UNIMARC,Despensa,890.0,0
PF LISTO,UNIMARC,Despensa,4190.0,0
NUESTRA COCINA,UNIMARC,Despensa,790.0,0
EVERCRISP,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,1690.0,0
NUESTRA COCINA,UNIMARC,Despensa,2690.0,0
CAROZZI,UNIMARC,Despensa,2590.0,0
NUESTRA COCINA,UNIMARC,Despensa,1500.0,0
NUESTRA COCINA,UNIMARC,Despensa,2000.0,0
NATURA,UNIMARC,Despensa,3590.0,0
TRAVERSO,UNIMARC,Despensa,2290.0,0
DAILY FRESH,UNIMARC,Despensa,2890.0,0
CRACKELET,UNIMARC,Despensa,1050.0,0
NUESTRA COCINA,UNIMARC,Despensa,2890.0,0
RECETA DEL ABUELO,UNIMARC,Despensa,3550.0,0
BANQUETE,UNIMARC,Despensa,9990.0,0
IANSA AGRO,UNIMARC,Despensa,1590.0,0
NUESTRA COCINA,UNIMARC,Despensa,790.0,0
MARCO POLO,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,3590.0,0
LAS DOSCIENTAS,UNIMARC,Despensa,8750.0,0
ANGELMO,UNIMARC,Despensa,1390.0,0
EVERCRISP,UNIMARC,Despensa,2000.0,0
PANCHO VILLA,UNIMARC,Despensa,2990.0,0
TENTO,UNIMARC,Despensa,2990.0,0
WASIL,UNIMARC,Despensa,2250.0,0
TENTO,UNIMARC,Despensa,2850.0,0
NUESTRA COCINA,UNIMARC,Despensa,1790.0,0
DAILY,UNIMARC,Despensa,3640.0,0
DAILY,UNIMARC,Despensa,3890.0,0
IANSA,UNIMARC,Despensa,2450.0,0
LAYS,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,2490.0,0
TENTO,UNIMARC,Despensa,1890.0,0
PF LISTO,UNIMARC,Despensa,3920.0,0
TRATTORIA,UNIMARC,Despensa,3690.0,0
POMAROLA,UNIMARC,Despensa,630.0,0
EVERCRISP,UNIMARC,Despensa,1000.0,0
PF LISTO,UNIMARC,Despensa,3920.0,0
NUESTRA COCINA,UNIMARC,Despensa,7890.0,0
HEINZ,UNIMARC,Despensa,2750.0,0
MARCO POLO,UNIMARC,Despensa,2350.0,0
TENTO,UNIMARC,Despensa,1194.0,0
DAILY,UNIMARC,Despensa,2290.0,0
SELECTA,UNIMARC,Despensa,2480.0,0
BUKA,UNIMARC,Despensa,1000.0,0
TENTO,UNIMARC,Despensa,1194.0,0
TENTO,UNIMARC,Despensa,1194.0,0
NUESTRA COCINA,UNIMARC,Despensa,1490.0,0
VIVO,UNIMARC,Despensa,860.0,0
BUKA,UNIMARC,Despensa,1000.0,0
MAGGI,UNIMARC,Despensa,1400.0,0
GOURMET,UNIMARC,Despensa,840.0,0
LAYS,UNIMARC,Despensa,2000.0,0
PF LISTO,UNIMARC,Despensa,4550.0,0
TIKA,UNIMARC,Despensa,3590.0,0
TAKIS,UNIMARC,Despensa,1090.0,0
AMBROSOLI,UNIMARC,Despensa,1350.0,0
WASIL,UNIMARC,Despensa,2650.0,0
IANSA AGRO,UNIMARC,Despensa,1590.0,0
KIKKOMAN,UNIMARC,Despensa,10990.0,0
RANA,UNIMARC,Despensa,3860.0,0
TRAVERSO,UNIMARC,Despensa,3290.0,0
NUESTRA COCINA,UNIMARC,Despensa,2490.0,0
MARCO POLO,UNIMARC,Despensa,2350.0,0
VIVO,UNIMARC,Despensa,690.0,0
LOS GRANOS,UNIMARC,Despensa,3950.0,0
BUKA,UNIMARC,Despensa,3090.0,0
CRACKELET,UNIMARC,Despensa,1050.0,0
NUESTRA COCINA,UNIMARC,Despensa,700.0,0
IANSA AGRO,UNIMARC,Despensa,1590.0,0
TRAVERSO,UNIMARC,Despensa,1290.0,0
MARCO POLO,UNIMARC,Despensa,1500.0,0
TRAVERSO,UNIMARC,Despensa,3250.0,0
GIADA,UNIMARC,Despensa,12190.0,0
PERFECT CHOICE,UNIMARC,Despensa,4290.0,0
GOURMET,UNIMARC,Despensa,840.0,0
SAN JOSE,UNIMARC,Despensa,1450.0,0
BUKA,UNIMARC,Despensa,1000.0,0
TIKA,UNIMARC,Despensa,3590.0,0
CAROZZI,UNIMARC,Despensa,1120.0,0
NUESTRA COCINA,UNIMARC,Despensa,1490.0,0
VIVO,UNIMARC,Despensa,860.0,0
MARCO POLO,UNIMARC,Despensa,1500.0,0
HELLMANNS,UNIMARC,Despensa,1000.0,0
IANSA AGRO,UNIMARC,Despensa,3000.0,0
CARAVELLA,UNIMARC,Despensa,6990.0,0
SELECTA,UNIMARC,Despensa,2590.0,0
MARCO POLO,UNIMARC,Despensa,1500.0,0
TRAVERSO,UNIMARC,Despensa,2950.0,0
NUESTRA COCINA,UNIMARC,Despensa,3590.0,0
PANCHO VILLA,UNIMARC,Despensa,2990.0,0
MARCO POLO,UNIMARC,Despensa,1000.0,0
NUESTRA COCINA,UNIMARC,Despensa,2490.0,0
EVERCRISP,UNIMARC,Despensa,1000.0,0
EVERCRISP,UNIMARC,Despensa,2000.0,0
TRAVERSO,UNIMARC,Despensa,1850.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
PF LISTO,UNIMARC,Despensa,4390.0,0
MARCO POLO,UNIMARC,Despensa,2350.0,0
MARCO POLO,UNIMARC,Despensa,1500.0,0
HEINZ,UNIMARC,Despensa,5950.0,0
TRIBU,UNIMARC,Despensa,1000.0,0
AMBROSOLI,UNIMARC,Despensa,1060.0,0
RANA,UNIMARC,Despensa,5290.0,0
LOS GRANOS,UNIMARC,Despensa,2000.0,0
KIKKOMAN,UNIMARC,Despensa,5750.0,0
CARAVELLA,UNIMARC,Despensa,6990.0,0
MARCO POLO,UNIMARC,Despensa,1000.0,0
PERFECT CHOICE,UNIMARC,Despensa,3890.0,0
HELLMANNS,UNIMARC,Despensa,3790.0,0
ALUSWEET,UNIMARC,Despensa,4390.0,0
RECETA DEL ABUELO,UNIMARC,Despensa,6890.0,0
ROBINSON CRUSOE,UNIMARC,Despensa,2730.0,0
IANSA AGRO,UNIMARC,Despensa,3000.0,0
DAILY FRESH,UNIMARC,Despensa,2890.0,0
IANSA AGRO,UNIMARC,Despensa,3000.0,0
STOLLENWERK,UNIMARC,Despensa,3060.0,0
WASIL,UNIMARC,Despensa,2490.0,0
MARCO POLO,UNIMARC,Despensa,1640.0,0
PF LISTO,UNIMARC,Despensa,2990.0,0
PERFECT CHOICE,UNIMARC,Despensa,4390.0,0
TRIBU,UNIMARC,Despensa,1000.0,0
GOURMET,UNIMARC,Despensa,6690.0,0
CAROZZI,UNIMARC,Despensa,2600.0,0
MERKAT,UNIMARC,Despensa,480.0,0
DAILY FRESH,UNIMARC,Despensa,2750.0,0
BARILLA,UNIMARC,Despensa,3950.0,0
KRYZPO,UNIMARC,Despensa,1000.0,0
PF LISTO,UNIMARC,Despensa,4390.0,0
GOURMET,UNIMARC,Despensa,750.0,0
MARCO POLO,UNIMARC,Despensa,1000.0,0
TIKA,UNIMARC,Despensa,3590.0,0
PERFECT CHOICE,UNIMARC,Despensa,3830.0,0
PF LISTO,UNIMARC,Despensa,4390.0,0
ROBINSON CRUSOE,UNIMARC,Despensa,2730.0,0
NUCETE,UNIMARC,Despensa,1850.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
RANA,UNIMARC,Despensa,3860.0,0
RANA,UNIMARC,Despensa,5890.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
GOURMET,UNIMARC,Despensa,750.0,0
WASIL,UNIMARC,Despensa,2650.0,0
SAF INSTANT,UNIMARC,Despensa,2890.0,0
PERFECT CHOICE,UNIMARC,Despensa,3160.0,0
PERFECT CHOICE,UNIMARC,Despensa,3830.0,0
PERFECT CHOICE,UNIMARC,Despensa,3520.0,0
RANA,UNIMARC,Despensa,5890.0,0
PERFECT CHOICE,UNIMARC,Despensa,2520.0,0
PERFECT CHOICE,UNIMARC,Despensa,5050.0,0
NUESTRA COCINA,UNIMARC,Despensa,3450.0,0
WASIL,UNIMARC,Despensa,1690.0,0
HELLMANNS,UNIMARC,Despensa,3490.0,0
SELECTA,UNIMARC,Despensa,2240.0,0
NUESTRA COCINA,UNIMARC,Despensa,690.0,0
NUESTRA COCINA,UNIMARC,Despensa,1690.0,0
NUESTRA COCINA,UNIMARC,Despensa,1390.0,0
HELLMANNS,UNIMARC,Despensa,3390.0,0
TRAVERSO,UNIMARC,Despensa,2250.0,0
NUESTRA COCINA,UNIMARC,Despensa,1690.0,0
VALLE DEL NORTE,UNIMARC,Despensa,2650.0,0
RANA,UNIMARC,Despensa,3780.0,0
EVERCRISP,UNIMARC,Despensa,2990.0,0
WASIL,UNIMARC,Despensa,2790.0,0
EVERCRISP,UNIMARC,Despensa,2300.0,0
GOURMET,UNIMARC,Despensa,1350.0,0
LOBOS,UNIMARC,Despensa,1790.0,0
