marca,supermercado,categoria,precio,supermercado_index,categoria_index,features,scaledFeatures,prediction,categoria_limpia
NETO,ACUENTA,DESPENSA GENERAL,1850.0,2.0,2.0,"[1850.0,2.0,2.0]","[0.26867743153415546,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,1650.0,2.0,23.0,"[1650.0,2.0,23.0]","[0.23963122271965218,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
BANQUETE,ACUENTA,ARROZ,2000.0,2.0,23.0,"[2000.0,2.0,23.0]","[0.29046208814503294,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,2650.0,2.0,2.0,"[2650.0,2.0,2.0]","[0.3848622667921687,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,6490.0,2.0,2.0,"[6490.0,2.0,2.0]","[0.9425494760306319,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,1450.0,2.0,2.0,"[1450.0,2.0,2.0]","[0.2105850139051489,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LIDER,ACUENTA,AZUCARES,1190.0,2.0,22.0,"[1190.0,2.0,22.0]","[0.1728249424462946,1.4929485166195389,3.504065840788285]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,1550.0,2.0,2.0,"[1550.0,2.0,2.0]","[0.22510811831240055,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,DESPENSA GENERAL,850.0,2.0,2.0,"[850.0,2.0,2.0]","[0.12344638746163901,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,770.0,2.0,2.0,"[770.0,2.0,2.0]","[0.11182790393583769,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
KRAFT,ACUENTA,DESPENSA GENERAL,1790.0,2.0,2.0,"[1790.0,2.0,2.0]","[0.2599635688898045,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,750.0,2.0,2.0,"[750.0,2.0,2.0]","[0.10892328305438735,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,DESPENSA GENERAL,1650.0,2.0,2.0,"[1650.0,2.0,2.0]","[0.23963122271965218,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
NETO,ACUENTA,CONSERVAS,1850.0,2.0,32.0,"[1850.0,2.0,32.0]","[0.26867743153415546,1.4929485166195389,5.096823041146596]",1,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,550.0,2.0,2.0,"[550.0,2.0,2.0]","[0.07987707423988406,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,450.0,2.0,7.0,"[450.0,2.0,7.0]","[0.06535396983263242,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,890.0,2.0,2.0,"[890.0,2.0,2.0]","[0.12925562922453968,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,550.0,2.0,2.0,"[550.0,2.0,2.0]","[0.07987707423988406,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
VIVO,ACUENTA,DESPENSA GENERAL,490.0,2.0,2.0,"[490.0,2.0,2.0]","[0.07116321159553307,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,14990.0,2.0,20.0,"[14990.0,2.0,20.0]","[2.177013350647022,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,ACEITES,7890.0,2.0,17.0,"[7890.0,2.0,17.0]","[1.145872937732155,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
LIDER,ACUENTA,AZUCARES,4490.0,2.0,22.0,"[4490.0,2.0,22.0]","[0.652087387885599,1.4929485166195389,3.504065840788285]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,LEGUMBRES,1390.0,2.0,25.0,"[1390.0,2.0,25.0]","[0.2018711512607979,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
NETO,ACUENTA,LEGUMBRES,1390.0,2.0,25.0,"[1390.0,2.0,25.0]","[0.2018711512607979,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,2650.0,2.0,2.0,"[2650.0,2.0,2.0]","[0.3848622667921687,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,1000.0,2.0,20.0,"[1000.0,2.0,20.0]","[0.14523104407251647,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,PASTAS,430.0,2.0,7.0,"[430.0,2.0,7.0]","[0.062449348951182086,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,PASTAS,430.0,2.0,7.0,"[430.0,2.0,7.0]","[0.062449348951182086,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,970.0,2.0,7.0,"[970.0,2.0,7.0]","[0.14087411275034098,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,1450.0,2.0,2.0,"[1450.0,2.0,2.0]","[0.2105850139051489,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
ACE,ACUENTA,ACEITES,2450.0,2.0,17.0,"[2450.0,2.0,17.0]","[0.35581605797766536,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
VIVO,ACUENTA,DESPENSA GENERAL,490.0,2.0,2.0,"[490.0,2.0,2.0]","[0.07116321159553307,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
IANSA,ACUENTA,DESPENSA GENERAL,2990.0,2.0,2.0,"[2990.0,2.0,2.0]","[0.43424082177682427,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,740.0,2.0,2.0,"[740.0,2.0,2.0]","[0.10747097261366219,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,1000.0,2.0,2.0,"[1000.0,2.0,2.0]","[0.14523104407251647,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,19590.0,2.0,20.0,"[19590.0,2.0,20.0]","[2.8450761533805977,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
NETO,ACUENTA,DESPENSA GENERAL,2150.0,2.0,2.0,"[2150.0,2.0,2.0]","[0.3122467447559104,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,DESPENSA GENERAL,390.0,2.0,2.0,"[390.0,2.0,2.0]","[0.05664010718828143,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
IANSA,ACUENTA,AZUCARES,1000.0,2.0,22.0,"[1000.0,2.0,22.0]","[0.14523104407251647,1.4929485166195389,3.504065840788285]",1,DESPENSA Y ABARROTES
NETO,ACUENTA,DESPENSA GENERAL,1250.0,2.0,2.0,"[1250.0,2.0,2.0]","[0.1815388050906456,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,DESPENSA GENERAL,2350.0,2.0,2.0,"[2350.0,2.0,2.0]","[0.3412929535704137,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,2450.0,2.0,7.0,"[2450.0,2.0,7.0]","[0.35581605797766536,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,PASTAS,460.0,2.0,7.0,"[460.0,2.0,7.0]","[0.06680628027335758,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,1890.0,2.0,7.0,"[1890.0,2.0,7.0]","[0.2744866732970561,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,740.0,2.0,2.0,"[740.0,2.0,2.0]","[0.10747097261366219,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
NETO,ACUENTA,CONSERVAS,700.0,2.0,32.0,"[700.0,2.0,32.0]","[0.10166173085076154,1.4929485166195389,5.096823041146596]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,1000.0,2.0,2.0,"[1000.0,2.0,2.0]","[0.14523104407251647,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,SALSAS,2190.0,2.0,27.0,"[2190.0,2.0,27.0]","[0.31805598651881106,1.4929485166195389,4.30044444096744]",1,DESPENSA Y ABARROTES
MAGGI,ACUENTA,DESPENSA GENERAL,1000.0,2.0,2.0,"[1000.0,2.0,2.0]","[0.14523104407251647,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LUCCHETTI,ACUENTA,PASTAS,970.0,2.0,7.0,"[970.0,2.0,7.0]","[0.14087411275034098,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,1490.0,2.0,23.0,"[1490.0,2.0,23.0]","[0.21639425566804954,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
LUCCHETTI,ACUENTA,PASTAS,970.0,2.0,7.0,"[970.0,2.0,7.0]","[0.14087411275034098,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,1890.0,2.0,23.0,"[1890.0,2.0,23.0]","[0.2744866732970561,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,740.0,2.0,2.0,"[740.0,2.0,2.0]","[0.10747097261366219,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,1390.0,2.0,2.0,"[1390.0,2.0,2.0]","[0.2018711512607979,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
NETO,ACUENTA,DESPENSA GENERAL,1450.0,2.0,2.0,"[1450.0,2.0,2.0]","[0.2105850139051489,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,630.0,2.0,2.0,"[630.0,2.0,2.0]","[0.09149555776568538,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
IANSA,ACUENTA,AZUCARES,1350.0,2.0,22.0,"[1350.0,2.0,22.0]","[0.19606190949789723,1.4929485166195389,3.504065840788285]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,770.0,2.0,2.0,"[770.0,2.0,2.0]","[0.11182790393583769,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,AZUCARES,750.0,2.0,22.0,"[750.0,2.0,22.0]","[0.10892328305438735,1.4929485166195389,3.504065840788285]",1,DESPENSA Y ABARROTES
IANSA,ACUENTA,DESPENSA GENERAL,2350.0,2.0,2.0,"[2350.0,2.0,2.0]","[0.3412929535704137,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,590.0,2.0,2.0,"[590.0,2.0,2.0]","[0.08568631600278472,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,940.0,2.0,2.0,"[940.0,2.0,2.0]","[0.1365171814281655,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
IANSA,ACUENTA,AZUCARES,5290.0,2.0,22.0,"[5290.0,2.0,22.0]","[0.7682722231436122,1.4929485166195389,3.504065840788285]",1,DESPENSA Y ABARROTES
MAGGI,ACUENTA,DESPENSA GENERAL,630.0,2.0,2.0,"[630.0,2.0,2.0]","[0.09149555776568538,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,3890.0,2.0,20.0,"[3890.0,2.0,20.0]","[0.564948761442089,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
GOURMET,ACUENTA,DESPENSA GENERAL,2550.0,2.0,2.0,"[2550.0,2.0,2.0]","[0.370339162384917,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,630.0,2.0,2.0,"[630.0,2.0,2.0]","[0.09149555776568538,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
NETO,ACUENTA,DESPENSA GENERAL,1690.0,2.0,2.0,"[1690.0,2.0,2.0]","[0.24544046448255286,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,1190.0,2.0,20.0,"[1190.0,2.0,20.0]","[0.1728249424462946,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,LEGUMBRES,1390.0,2.0,25.0,"[1390.0,2.0,25.0]","[0.2018711512607979,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
ACE,ACUENTA,ACEITES,2650.0,2.0,17.0,"[2650.0,2.0,17.0]","[0.3848622667921687,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,940.0,2.0,2.0,"[940.0,2.0,2.0]","[0.1365171814281655,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,ACEITES,2390.0,2.0,17.0,"[2390.0,2.0,17.0]","[0.3471021953333144,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,DESPENSA GENERAL,2290.0,2.0,2.0,"[2290.0,2.0,2.0]","[0.33257909092606275,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,1190.0,2.0,23.0,"[1190.0,2.0,23.0]","[0.1728249424462946,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,450.0,2.0,7.0,"[450.0,2.0,7.0]","[0.06535396983263242,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,LEGUMBRES,1950.0,2.0,25.0,"[1950.0,2.0,25.0]","[0.28320053594140715,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,560.0,2.0,2.0,"[560.0,2.0,2.0]","[0.08132938468060923,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,1250.0,2.0,20.0,"[1250.0,2.0,20.0]","[0.1815388050906456,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
NETO,ACUENTA,LEGUMBRES,1390.0,2.0,25.0,"[1390.0,2.0,25.0]","[0.2018711512607979,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
LIDER,ACUENTA,LEGUMBRES,950.0,2.0,25.0,"[950.0,2.0,25.0]","[0.13796949186889065,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,450.0,2.0,23.0,"[450.0,2.0,23.0]","[0.06535396983263242,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
LOBOS,ACUENTA,DESPENSA GENERAL,420.0,2.0,2.0,"[420.0,2.0,2.0]","[0.060997038510456916,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,450.0,2.0,2.0,"[450.0,2.0,2.0]","[0.06535396983263242,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
MAGGI,ACUENTA,DESPENSA GENERAL,630.0,2.0,2.0,"[630.0,2.0,2.0]","[0.09149555776568538,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,2000.0,2.0,2.0,"[2000.0,2.0,2.0]","[0.29046208814503294,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,560.0,2.0,2.0,"[560.0,2.0,2.0]","[0.08132938468060923,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
BANQUETE,ACUENTA,LEGUMBRES,2000.0,2.0,25.0,"[2000.0,2.0,25.0]","[0.29046208814503294,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,2150.0,2.0,2.0,"[2150.0,2.0,2.0]","[0.3122467447559104,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
NETO,ACUENTA,DESPENSA GENERAL,1490.0,2.0,2.0,"[1490.0,2.0,2.0]","[0.21639425566804954,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,2450.0,2.0,7.0,"[2450.0,2.0,7.0]","[0.35581605797766536,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
MAGGI,ACUENTA,DESPENSA GENERAL,890.0,2.0,2.0,"[890.0,2.0,2.0]","[0.12925562922453968,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
SELECTA,ACUENTA,HARINAS,1990.0,2.0,20.0,"[1990.0,2.0,20.0]","[0.2890097777043078,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,ARROZ,850.0,2.0,23.0,"[850.0,2.0,23.0]","[0.12344638746163901,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
TUCAPEL,ACUENTA,ARROZ,1390.0,2.0,23.0,"[1390.0,2.0,23.0]","[0.2018711512607979,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,740.0,2.0,23.0,"[740.0,2.0,23.0]","[0.10747097261366219,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,1950.0,2.0,2.0,"[1950.0,2.0,2.0]","[0.28320053594140715,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,740.0,2.0,2.0,"[740.0,2.0,2.0]","[0.10747097261366219,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,560.0,2.0,2.0,"[560.0,2.0,2.0]","[0.08132938468060923,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,450.0,2.0,7.0,"[450.0,2.0,7.0]","[0.06535396983263242,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
LIDER,ACUENTA,HARINAS,890.0,2.0,20.0,"[890.0,2.0,20.0]","[0.12925562922453968,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
NETO,ACUENTA,DESPENSA GENERAL,1650.0,2.0,2.0,"[1650.0,2.0,2.0]","[0.23963122271965218,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,450.0,2.0,2.0,"[450.0,2.0,2.0]","[0.06535396983263242,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,PASTAS,430.0,2.0,7.0,"[430.0,2.0,7.0]","[0.062449348951182086,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,770.0,2.0,2.0,"[770.0,2.0,2.0]","[0.11182790393583769,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LIDER,ACUENTA,ACEITES,1650.0,2.0,17.0,"[1650.0,2.0,17.0]","[0.23963122271965218,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,990.0,2.0,7.0,"[990.0,2.0,7.0]","[0.1437787336317913,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
NETO,ACUENTA,ACEITES,1390.0,2.0,17.0,"[1390.0,2.0,17.0]","[0.2018711512607979,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
LIDER,ACUENTA,LEGUMBRES,950.0,2.0,25.0,"[950.0,2.0,25.0]","[0.13796949186889065,1.4929485166195389,3.981893000895778]",1,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,HARINAS,790.0,2.0,20.0,"[790.0,2.0,20.0]","[0.11473252481728802,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,740.0,2.0,2.0,"[740.0,2.0,2.0]","[0.10747097261366219,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,560.0,2.0,2.0,"[560.0,2.0,2.0]","[0.08132938468060923,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,PASTAS,430.0,2.0,7.0,"[430.0,2.0,7.0]","[0.062449348951182086,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,630.0,2.0,2.0,"[630.0,2.0,2.0]","[0.09149555776568538,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,450.0,2.0,7.0,"[450.0,2.0,7.0]","[0.06535396983263242,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,2990.0,2.0,2.0,"[2990.0,2.0,2.0]","[0.43424082177682427,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LUCCHETTI,ACUENTA,DESPENSA GENERAL,770.0,2.0,2.0,"[770.0,2.0,2.0]","[0.11182790393583769,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
MAGGI,ACUENTA,DESPENSA GENERAL,1000.0,2.0,2.0,"[1000.0,2.0,2.0]","[0.14523104407251647,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
CAROZZI,ACUENTA,PASTAS,1250.0,2.0,7.0,"[1250.0,2.0,7.0]","[0.1815388050906456,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
KRAFT,ACUENTA,SALSAS,6590.0,2.0,27.0,"[6590.0,2.0,27.0]","[0.9570725804378836,1.4929485166195389,4.30044444096744]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,740.0,2.0,2.0,"[740.0,2.0,2.0]","[0.10747097261366219,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
GENERICA,ACUENTA,PASTAS,1090.0,2.0,7.0,"[1090.0,2.0,7.0]","[0.15830183803904296,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
GENERICA,ACUENTA,ARROZ,1950.0,2.0,23.0,"[1950.0,2.0,23.0]","[0.28320053594140715,1.4929485166195389,3.663341560824116]",1,DESPENSA Y ABARROTES
ACUENTA,ACUENTA,HARINAS,3990.0,2.0,20.0,"[3990.0,2.0,20.0]","[0.5794718658493407,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,HARINAS,1250.0,2.0,20.0,"[1250.0,2.0,20.0]","[0.1815388050906456,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
LIDER,ACUENTA,DESPENSA GENERAL,4690.0,2.0,2.0,"[4690.0,2.0,2.0]","[0.6811335967001023,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
NETO,ACUENTA,CONSERVAS,1350.0,2.0,32.0,"[1350.0,2.0,32.0]","[0.19606190949789723,1.4929485166195389,5.096823041146596]",1,DESPENSA Y ABARROTES
LUCCHETTI,ACUENTA,PASTAS,970.0,2.0,7.0,"[970.0,2.0,7.0]","[0.14087411275034098,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
KRAFT,ACUENTA,SALSAS,9890.0,2.0,27.0,"[9890.0,2.0,27.0]","[1.4363350258771879,1.4929485166195389,4.30044444096744]",1,DESPENSA Y ABARROTES
NETO,ACUENTA,ACEITES,1350.0,2.0,17.0,"[1350.0,2.0,17.0]","[0.19606190949789723,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
GENERICA,ACUENTA,DESPENSA GENERAL,2250.0,2.0,2.0,"[2250.0,2.0,2.0]","[0.3267698491631621,1.4929485166195389,0.31855144007166225]",0,DESPENSA Y ABARROTES
LIDER,ACUENTA,PASTAS,750.0,2.0,7.0,"[750.0,2.0,7.0]","[0.10892328305438735,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
ACE,ACUENTA,ACEITES,8990.0,2.0,17.0,"[8990.0,2.0,17.0]","[1.305627086211923,1.4929485166195389,2.707687240609129]",1,DESPENSA Y ABARROTES
LIDER,ACUENTA,HARINAS,890.0,2.0,20.0,"[890.0,2.0,20.0]","[0.12925562922453968,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
LUCCHETTI,ACUENTA,PASTAS,970.0,2.0,7.0,"[970.0,2.0,7.0]","[0.14087411275034098,1.4929485166195389,1.114930040250818]",2,DESPENSA Y ABARROTES
SELECTA,ACUENTA,HARINAS,7090.0,2.0,20.0,"[7090.0,2.0,20.0]","[1.0296881024741418,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
KRAFT,ACUENTA,SALSAS,4490.0,2.0,27.0,"[4490.0,2.0,27.0]","[0.652087387885599,1.4929485166195389,4.30044444096744]",1,DESPENSA Y ABARROTES
SELECTA,ACUENTA,HARINAS,1350.0,2.0,20.0,"[1350.0,2.0,20.0]","[0.19606190949789723,1.4929485166195389,3.1855144007166225]",1,DESPENSA Y ABARROTES
