nombre_producto,marca,supermercado,categoria,precio,precio_promedio_cat,dif_porcentual_promedio,prediction
"Queso Mantecoso Las Parcelas de Valdivia Pieza, 1/4 kg",OTRA,Cugat,Fiambrería Embutidos y Quesos,3690.0,2913.0,26.67,0
"Queso Mantecoso Quilque Trozo, 1/4 kg",OTRA,Cugat,Fiambrería Embutidos y Quesos,2990.0,2913.0,2.64,0
"Queso Ranco Colun Pieza, 1/4 kg",COLUN,Cugat,Fiambrería Embutidos y Quesos,2390.0,2913.0,-17.95,0
"Jamón Pierna Acaramelado PF, 1/4 kg",PF,Cugat,Fiambrería Embutidos y Quesos,3099.0,2913.0,6.39,0
"Jamón Colonial Super Cerdo, 1/4 Kg",SUPER CERDO,Cugat,Fiambrería Embutidos y Quesos,2099.0,2913.0,-27.94,0
"Salchicha Sureña San Jorge, 1 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,4590.0,2913.0,57.57,0
"Salchicha Tradicional PF, 1 kg",PF,Cugat,Fiambrería Embutidos y Quesos,3499.0,2913.0,20.12,0
"Jamón Fiambre Sándwich PF, 1/4 kg",PF,Cugat,Fiambrería Embutidos y Quesos,1999.0,2913.0,-31.38,0
"Longaniza Artesanal Don Rodrigo, 1kg",OTRA,Cugat,Fiambrería Embutidos y Quesos,7596.0,2913.0,160.76,0
"Pechuga de Pollo Asada PF, 1/4 kg",PF,Cugat,Fiambrería Embutidos y Quesos,2699.0,2913.0,-7.35,0
"Pechuga de Pollo Cocida PF, 1/4 kg",PF,Cugat,Fiambrería Embutidos y Quesos,2699.0,2913.0,-7.35,0
"Arrollado de Huaso PF GA, 1/4 kg.",PF,Cugat,Fiambrería Embutidos y Quesos,2349.0,2913.0,-19.36,0
"Arrollado de Lomo PF, 1/4 kg",PF,Cugat,Fiambrería Embutidos y Quesos,2399.0,2913.0,-17.65,0
"Salame Ahumado PF, 1/4 kg",PF,Cugat,Fiambrería Embutidos y Quesos,3499.0,2913.0,20.12,0
Salame Italiano PF a Granel 1/4 kg,PF,Cugat,Fiambrería Embutidos y Quesos,3499.0,2913.0,20.12,0
"Jamón Fiambre Sandwich San Jorge, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1799.0,2913.0,-38.24,0
"Chorizo Parrillero La Española, 1kg",OTRA,Cugat,Fiambrería Embutidos y Quesos,5890.0,2913.0,102.2,0
"Queso Ranco Colun Laminado, 500g",COLUN,Cugat,Fiambrería Embutidos y Quesos,5890.0,2913.0,102.2,0
"Chorizo Parrillero Premium Receta del Abuelo, 400g",OTRA,Cugat,Fiambrería Embutidos y Quesos,4990.0,2913.0,71.3,0
"Chorizo de Campo Receta del Abuelo, 400g",OTRA,Cugat,Fiambrería Embutidos y Quesos,4890.0,2913.0,67.87,0
"Salchicha de Pollo PF, 1 kg",PF,Cugat,Fiambrería Embutidos y Quesos,4690.0,2913.0,61.0,0
Arrollado de Lomo con Ají San Jorge 1/4 kg,SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,2399.0,2913.0,-17.65,0
"Jamón de Pierna Corte Pluma La Preferida, 125g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,2590.0,2913.0,-11.09,0
"Jamón Planchado San Jorge, 200g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,2390.0,2913.0,-17.95,0
"Mortadela Lisa San Jorge, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1299.0,2913.0,-55.41,0
"Tocino Tradicional La Preferida, 180g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,4490.0,2913.0,54.14,0
"Pasta de Pollo Ciboulette La Preferida, 125g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,1290.0,2913.0,-55.72,0
"Pasta de Pollo Pimentón La Preferida, 125g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,1290.0,2913.0,-55.72,0
"Pasta de Salame La Preferida, 125g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,1290.0,2913.0,-55.72,0
"Jamonada de Ave San Jorge, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1749.0,2913.0,-39.96,0
"Jamonada San Jorge, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1799.0,2913.0,-38.24,0
"Salchicha de Pollo y Cerdo San Jorge, 380g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1990.0,2913.0,-31.69,0
"Jamón Fiambre Sándwich San Jorge, 250g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,2090.0,2913.0,-28.25,0
"Paté de Ave San Jorge, 125g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,890.0,2913.0,-69.45,0
"Paté de Ternera San Jorge, 125g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,890.0,2913.0,-69.45,0
"Pepperoni Tradicional La Preferida, 100g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,2290.0,2913.0,-21.39,0
"Salame Ahumado San Jorge a Granel, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,3990.0,2913.0,36.97,0
"Salame Italiano San Jorge a Granel, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,3990.0,2913.0,36.97,0
"Salchicha Sureña La Preferida, 250g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,2490.0,2913.0,-14.52,0
"Salchicha Sureña La Preferida, 500g",LA PREFERIDA,Cugat,Fiambrería Embutidos y Quesos,4690.0,2913.0,61.0,0
"Salchichón Cervecero Winter a Granel, 1/4 kg.",WINTER,Cugat,Fiambrería Embutidos y Quesos,1749.0,2913.0,-39.96,0
"Salchicha de Pollo Montina, 250g",MONTINA,Cugat,Fiambrería Embutidos y Quesos,1590.0,2913.0,-45.42,0
"Salchichas Sureñas Recetas del Abuelo, 500g",OTRA,Cugat,Fiambrería Embutidos y Quesos,4490.0,2913.0,54.14,0
"Paté de Campo Receta del Abuelo, 125g",OTRA,Cugat,Fiambrería Embutidos y Quesos,1290.0,2913.0,-55.72,0
"Pasta de Jamón Receta Del Abuelo, 125g",OTRA,Cugat,Fiambrería Embutidos y Quesos,1190.0,2913.0,-59.15,0
"Paté Pasta de Salame Receta del Abuelo, 125g",OTRA,Cugat,Fiambrería Embutidos y Quesos,1290.0,2913.0,-55.72,0
"Paté de Ternera Receta del Abuelo, 125g",OTRA,Cugat,Fiambrería Embutidos y Quesos,1190.0,2913.0,-59.15,0
"Paté Teewurst Receta del Abuelo, 125g",OTRA,Cugat,Fiambrería Embutidos y Quesos,1490.0,2913.0,-48.85,0
"Paté de Jamón San Jorge, 125g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,890.0,2913.0,-69.45,0
"Salchichas Winter de Pollo Tradición Alemana, 20 Unid.",WINTER,Cugat,Fiambrería Embutidos y Quesos,3990.0,2913.0,36.97,0
"Salchichas Tradicional Winter Tradición Alemana, 20 Unid.",WINTER,Cugat,Fiambrería Embutidos y Quesos,3990.0,2913.0,36.97,0
"Longanizas Parrillera Chillán, 1/4 kg",OTRA,Cugat,Fiambrería Embutidos y Quesos,2749.0,2913.0,-5.63,0
Arrollado de Huaso con Aji San Jorge 1/4 Kg,SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,2399.0,2913.0,-17.65,0
"Salame Ahumado San Jorge, 100g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1990.0,2913.0,-31.69,0
"Salame Italiano San Jorge, 100g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1990.0,2913.0,-31.69,0
Queso de Cabra Holandes Gallery 1/4 kg.,OTRA,Cugat,Fiambrería Embutidos y Quesos,3990.0,2913.0,36.97,0
"Longanicilla de Campo Receta del Abuelo, 160g",OTRA,Cugat,Fiambrería Embutidos y Quesos,2190.0,2913.0,-24.82,0
"Longanicilla de Campo al Merquén Receta del Abuelo, 160g",OTRA,Cugat,Fiambrería Embutidos y Quesos,2190.0,2913.0,-24.82,0
"Paté de Ave PF, 125g",PF,Cugat,Fiambrería Embutidos y Quesos,890.0,2913.0,-69.45,0
"Paté de Jamón PF, 125g",PF,Cugat,Fiambrería Embutidos y Quesos,890.0,2913.0,-69.45,0
"Paté de Ternera PF, 125g",PF,Cugat,Fiambrería Embutidos y Quesos,890.0,2913.0,-69.45,0
"Salchicha Sureña Winter, 1 kg",WINTER,Cugat,Fiambrería Embutidos y Quesos,4290.0,2913.0,47.27,0
"Jamón Pierna Acaramelado G1 Winter, 1/4 kg",WINTER,Cugat,Fiambrería Embutidos y Quesos,2999.0,2913.0,2.95,0
Queso Mantecoso Las Parcelas de Valdivia Lam. 1/4 kg,OTRA,Cugat,Fiambrería Embutidos y Quesos,3190.0,2913.0,9.51,0
"Vienesas Tradicional La Española , 900g",OTRA,Cugat,Fiambrería Embutidos y Quesos,4490.0,2913.0,54.14,0
"Salame Italiano PF, 100g",PF,Cugat,Fiambrería Embutidos y Quesos,2290.0,2913.0,-21.39,0
"Salame Ahumado PF, 100g",PF,Cugat,Fiambrería Embutidos y Quesos,2290.0,2913.0,-21.39,0
"Salchichas de Pavo San Jorge, 1 kg.",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,4890.0,2913.0,67.87,0
"Fiambre de Jamón Sandwich San Jorge, 1/4 kg",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,1799.0,2913.0,-38.24,0
"Chorizo Parrillero San Jorge, 800g",SAN JORGE,Cugat,Fiambrería Embutidos y Quesos,5990.0,2913.0,105.63,0
"Harina Linderos Todo Uso Sin Polvo, 1kg.",OTRA,Cugat,Harinas Levaduras y Grasas,899.0,899.0,0.0,0
Aceite Vegetal Coliseo 900 Ml,OTRA,Cugat,Aceites,1698.0,3596.5365853658536,-52.79,0
"Aceite vegetal con canola Belmont, 1 Lt.",OTRA,Cugat,Aceites,2990.0,3596.5365853658536,-16.86,0
"Aceite de Maravilla Natura, 900ml.",NATURA,Cugat,Aceites,2990.0,3596.5365853658536,-16.86,0
"Aceite de Maravilla Aruna, 900cc",ARUNA,Cugat,Aceites,2190.0,3596.5365853658536,-39.11,0
"Aceite de Maravilla Chef, 1Lts.",CHEF,Cugat,Aceites,3490.0,3596.5365853658536,-2.96,0
"Aceite de Oliva Natura Extra Virgen Banquete, 500cc.",BANQUETE,Cugat,Aceites,8990.0,3596.5365853658536,149.96,0
Aceite Oliva Extra Virgen Chef 500 Cc,CHEF,Cugat,Aceites,10990.0,3596.5365853658536,205.57,0
"Aceite de Oliva Suave Abril Pet, 750cc.",ABRIL,Cugat,Aceites,8990.0,3596.5365853658536,149.96,2
"Aceite de Maravilla Miraflores, 900cc.",MIRAFLORES,Cugat,Aceites,2490.0,3596.5365853658536,-30.77,0
"Aceite Vegetal Miraflores, 900cc.",MIRAFLORES,Cugat,Aceites,2390.0,3596.5365853658536,-33.55,0
"Aceite Vegetal Parral, 900ml",OTRA,Cugat,Aceites,1590.0,3596.5365853658536,-55.79,0
"Aceite Vegetal Bonanza, 900ml.",BONANZA,Cugat,Aceites,1690.0,3596.5365853658536,-53.01,2
Chorito con aceite 425 g Costa tenglo,ACE,Acuenta,Aceites,1790.0,3596.5365853658536,-50.23,0
Chorito con aceite 190 g Costa tenglo,ACE,Acuenta,Aceites,1190.0,3596.5365853658536,-66.91,0
Atún Lomitos en Aceite 140 g Acuenta,ACUENTA,Acuenta,Aceites,900.0,3596.5365853658536,-74.98,0
Surtido de Mariscos Aceite de Maravilla Lata Dr...,ACE,Acuenta,Aceites,3690.0,3596.5365853658536,2.6,0
Sardina Aceite Lata Drenado 75 g - Neto 125 g D...,NETO,Acuenta,Aceites,1190.0,3596.5365853658536,-66.91,0
Choritos Aceite Lata Drenado 100 g-  Neto 190 g...,NETO,Acuenta,Aceites,1550.0,3596.5365853658536,-56.9,0
Choritos Aceite Lata Drenado 213 g -  Neto 425 ...,NETO,Acuenta,Aceites,3390.0,3596.5365853658536,-5.74,0
Atún Desmenuzado Aceite Lata Drenado 120 g - Ne...,ACE,Acuenta,Aceites,700.0,3596.5365853658536,-80.54,0
Aceite Oliva Extra Virgen Botella 1 L Chef...,ACE,Acuenta,Aceites,14490.0,3596.5365853658536,302.89,0
Choritos Aceite de Maravilla Lata Drenado 100 g...,ACE,Acuenta,Aceites,1690.0,3596.5365853658536,-53.01,0
Atún Lomitos en Aceite Lata Drenado 91 g - Neto...,NETO,Acuenta,Aceites,1000.0,3596.5365853658536,-72.2,0
Aceite Olivado Botella 500 ml Lider,LIDER,Acuenta,Aceites,3000.0,3596.5365853658536,-16.59,0
Aceite Oliva Extra Virgen Botella 250 ml Banque...,ACE,Acuenta,Aceites,4590.0,3596.5365853658536,27.62,0
Aceite Oliva Extra Virgen Botella 250 ml Lider...,LIDER,Acuenta,Aceites,4690.0,3596.5365853658536,30.4,0
Aceite Pepa de Uva Botella 500 ml Chef,ACE,Acuenta,Aceites,5190.0,3596.5365853658536,44.31,0
Aceite Oliva Extra Virgen Botella 500 ml Banque...,ACE,Acuenta,Aceites,8390.0,3596.5365853658536,133.28,0
Aceite Maravilla Botella 900 ml Lider,LIDER,Acuenta,Aceites,1890.0,3596.5365853658536,-47.45,0
Aceite Oliva Extra Virgen Botella 500 ml Chef...,ACE,Acuenta,Aceites,8990.0,3596.5365853658536,149.96,0
Atún Lomitos Aceite Lata Drenado 104 g - Neto 1...,NETO,Acuenta,Aceites,1350.0,3596.5365853658536,-62.46,0
Jurel Lomo Aceite Lata Drenado 104 g - Neto 160...,NETO,Acuenta,Aceites,1390.0,3596.5365853658536,-61.35,0
Aceite Vegetal Botella 900 ml Lider,LIDER,Acuenta,Aceites,1650.0,3596.5365853658536,-54.12,0
"Aceite Vegetal Botella 1,5 L Acuenta",ACUENTA,Acuenta,Aceites,2390.0,3596.5365853658536,-33.55,0
Aceite de Maravilla Botella 1 L Natura,ACE,Acuenta,Aceites,2650.0,3596.5365853658536,-26.32,0
Aceite Vegetal Botella 1 L Belmont,ACE,Acuenta,Aceites,2450.0,3596.5365853658536,-31.88,0
Aceite Vegetal Bidón 5 L Acuenta,ACUENTA,Acuenta,Aceites,7890.0,3596.5365853658536,119.38,0
Aceite Maravilla Botella 900 ml Miraflores...,MIRAFLORES,Acuenta,Aceites,2790.0,3596.5365853658536,-22.43,0
Atún Lomito Aceite Lata Drenado 104 g - Neto 16...,NETO,Acuenta,Aceites,1850.0,3596.5365853658536,-48.56,0
Aceite De Maravilla Botella Botella 1 L Chef...,ACE,Acuenta,Aceites,2850.0,3596.5365853658536,-20.76,0
Aceite Vegetal Botella 900 ml Acuenta,ACUENTA,Acuenta,Aceites,1390.0,3596.5365853658536,-61.35,0
Atún Lomitos en Agua 140 g Acuenta,ACUENTA,Acuenta,Conservas,900.0,1160.0,-22.41,0
Atún Lomitos Agua Lata Drenado 104 g - Neto 160...,NETO,Acuenta,Conservas,1350.0,1160.0,16.38,0
Atún Desmenuzado Agua Lata Drenado 120 g - Neto...,NETO,Acuenta,Conservas,700.0,1160.0,-39.66,0
Atún Agua Lata Drenado 104 g - Neto 160 g Van C...,NETO,Acuenta,Conservas,1850.0,1160.0,59.48,0
Atún Lomitos en Agua Drenado 91 g - Neto 140 g ...,NETO,Acuenta,Conservas,1000.0,1160.0,-13.79,0
"Bebida Coca Cola Original Desechable, 2.5Lts.",COCA COLA,Cugat,Bebidas,2379.0,2943.764705882353,-19.19,0
"Bebida Coca Cola Sin Azúcar Desechable, 2.5Lts.",COCA COLA,Cugat,Bebidas,2379.0,2943.764705882353,-19.19,0
"Bebida Coca Cola Zero Sin Azúcar Desechable, 1.5Lts.",COCA COLA,Cugat,Bebidas,2090.0,2943.764705882353,-29.0,0
"Tripack Bebidas, 2 Coca-Cola Original 3Lts.+1 Sprite 3Lts.",SPRITE,Cugat,Bebidas,7790.0,2943.764705882353,164.63,2
"Tripack Bebidas, 2 Coca-Cola Original 3Lts.+1 Fanta Naranja 3Lts.",FANTA,Cugat,Bebidas,7790.0,2943.764705882353,164.63,2
"Tripack Bebidas, 1 Pepsi Original +1 Bilz + Kem Piña 3Lts.",PEPSI,Cugat,Bebidas,8990.0,2943.764705882353,205.39,0
"Bebida Pepsi Original Desechable, 3Lts.",PEPSI,Cugat,Bebidas,2490.0,2943.764705882353,-15.41,0
"Bebida Coca Cola Original Desechable, 3Lts.",COCA COLA,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Pepsi Zero Desechable, 1.5Lts.",PEPSI,Cugat,Bebidas,2090.0,2943.764705882353,-29.0,0
"Bebida Pepsi Original Desechable,1.5Lts",PEPSI,Cugat,Bebidas,2090.0,2943.764705882353,-29.0,0
"Agua Tónica Canada Dry Desechable, 1.5Lts.",CANADA DRY,Cugat,Bebidas,1790.0,2943.764705882353,-39.19,0
"Bebida Bilz Desechable, 1.5Lts",BILZ,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,2
"Bebida Bilz Zero Desechable, 1.5Lts",BILZ,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,2
"Bebida Orange Crush Desechable, 1.5Lts",CRUSH,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Orange Crush Zero Desechable, 1.5Lts.",CRUSH,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Canada Dry Ginger Ale Desechable, 1.5Lts",CANADA DRY,Cugat,Bebidas,1790.0,2943.764705882353,-39.19,0
"Bebida Canada Dry Ginger Ale Zero Desechable, 1.5Lts.",CANADA DRY,Cugat,Bebidas,1790.0,2943.764705882353,-39.19,0
"Bebida Canada Dry Ginger Ale Zero Desechable, 1.5Lts",CANADA DRY,Cugat,Bebidas,1790.0,2943.764705882353,-39.19,0
"Bebida Kem Piña Desechable, 1.5Lts",KEM,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Kem Xtreme Desechable, 1.5Lts",KEM,Cugat,Bebidas,1790.0,2943.764705882353,-39.19,0
"Bebida Kem Zero Desechable, 1.5Lts",KEM,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
Bebida Canada Dry Limón Soda Desechable 1.5 Lts.,CANADA DRY,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Canada Dry Limón Soda Light, 1.5Lts.",CANADA DRY,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Pap Desechable, 1.5Lts.",PAP,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Pap Zero Desechable, 1.5Lts.",PAP,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Seven Up Original De Limón Desechable, 1.5Lts.",SEVEN UP,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,2
"Bebida Pepsi Zero Desechable, 3Lts.",PEPSI,Cugat,Bebidas,2490.0,2943.764705882353,-15.41,0
"Tripack Bebidas, 1 Ginger Ale +1 Orange Crush + Limón Soda 3Lts.",CRUSH,Cugat,Bebidas,8990.0,2943.764705882353,205.39,2
"Tripack Bebidas, 1 Pepsi Original +1 Bilz + Pap 3Lts.",PEPSI,Cugat,Bebidas,8900.0,2943.764705882353,202.33,0
"Agua Tónica Canada Dry Zero desechable, 1.5Lts.",CANADA DRY,Cugat,Bebidas,2169.0,2943.764705882353,-26.32,0
"Bebida Bilz Desechable, 3Lts.",BILZ,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,2
"Bebida Bilz Zero Desechable, 3Lts.",BILZ,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,2
"Bebida Canada Dry Ginger Ale Desechable, 3Lts.",CANADA DRY,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Canada Dry Ginger Ale Zero Desechable, 3Lts.",CANADA DRY,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Kem Piña Desechable, 3Lts.",KEM,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Kem Piña Zero Desechable, 3Lts.",KEM,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Canada Dry Limón Soda Desechable, 3Lts.",CANADA DRY,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Canada Dry Limón Soda Light Desechable, 3Lts.",CANADA DRY,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Orange Crush Zero Libre de Azúcar Desechable, 3Lts.",CRUSH,Cugat,Bebidas,2490.0,2943.764705882353,-15.41,0
"Bebida Orange Crush Desechable, 3Lts.",CRUSH,Cugat,Bebidas,2490.0,2943.764705882353,-15.41,0
"Bebida Pap Desechable, 3Lts.",PAP,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Pap Light Desechable, 3Lts.",PAP,Cugat,Bebidas,2690.0,2943.764705882353,-8.62,0
"Bebida Seven Up Desechable, 3Lts.",SEVEN UP,Cugat,Bebidas,2490.0,2943.764705882353,-15.41,2
"Bebida Seven Up Zero Desechable, 3Lts.",SEVEN UP,Cugat,Bebidas,2490.0,2943.764705882353,-15.41,2
"Bebida Casa Oliva Cola Desechable, 2Lts",CASA OLIVA,Cugat,Bebidas,629.0,2943.764705882353,-78.63,2
"Bebida Casa Oliva Ginger Desechable, 2Lts.",CASA OLIVA,Cugat,Bebidas,629.0,2943.764705882353,-78.63,2
"Bebida Casa Oliva Papaya Desechable, 2Lts.",PAP,Cugat,Bebidas,629.0,2943.764705882353,-78.63,0
"Bebida Sprite Original Desechable, 2.5Lts.",SPRITE,Cugat,Bebidas,2379.0,2943.764705882353,-19.19,2
"Bebida Kem Piña Lata, Pack 6 Unid. x 350cc.",KEM,Cugat,Bebidas,4290.0,2943.764705882353,45.73,0
"Bebida Kem Xtreme Lata, Pack 6 Unid. x 350cc.",KEM,Cugat,Bebidas,4290.0,2943.764705882353,45.73,0
"Bebida Orange Crush Lata, Pack 6 Unid. x 350cc.",CRUSH,Cugat,Bebidas,4290.0,2943.764705882353,45.73,2
Agua Cachantun Más Granada Sin Gas 1.6Lts.,OTRA,Cugat,Agua sin Gas,1290.0,1390.0,-7.19,0
"Agua Cachantun Más Manzana Sin Gas,1.6Lts.",OTRA,Cugat,Agua sin Gas,1290.0,1390.0,-7.19,0
"Agua Cachantun Más Pera Sin Gas, 1.6Lts.",OTRA,Cugat,Agua sin Gas,1290.0,1390.0,-7.19,0
"Agua Pure Life Purificada sin Gas, Bidón 6 Lts.",PURE LIFE,Cugat,Agua sin Gas,1990.0,1390.0,43.17,2
Agua Cachantun Más Piña Sin Gas 1.6Lts.,OTRA,Cugat,Agua sin Gas,1290.0,1390.0,-7.19,0
Agua Cachantun Más Uva Sin Gas 1.6Lts.,OTRA,Cugat,Agua sin Gas,1290.0,1390.0,-7.19,0
"Agua Cachantun Mas Limón Jengibre Sin Gas, 1.6Lts.",OTRA,Cugat,Agua sin Gas,1290.0,1390.0,-7.19,0
Agua Casa Oliva Purificada Sg – Bidón De 6Lts.,CASA OLIVA,Cugat,Agua sin Gas,1390.0,1390.0,0.0,2
Compota de Naranja y Plátano PF 90gr.,PF,Cugat,Yoghurt y Postres,640.0,640.0,0.0,0
Compota de Manzana y Plátano PF 90gr.,PF,Cugat,Yoghurt y Postres,640.0,640.0,0.0,0
Compota de Manzana y Durazno PF 90gr.,PF,Cugat,Yoghurt y Postres,640.0,640.0,0.0,0
Compota de Manzana y Pera PF 90gr.,PF,Cugat,Yoghurt y Postres,640.0,640.0,0.0,0
Compota de Manzana PF 90gr.,PF,Cugat,Yoghurt y Postres,640.0,640.0,0.0,0
Queso gauda laminado sucedáneo 250 g Acuenta...,ACUENTA,Acuenta,Lácteos/Fiambrería,2250.0,3341.7130434782607,-32.67,0
Empanadas Hoja Queso 2 Un Lider,LIDER,Acuenta,Lácteos/Fiambrería,2590.0,3341.7130434782607,-22.49,0
Pack Empanadas Coctel Jamón Queso 10 Un 350 g L...,GENÉRICA,Acuenta,Lácteos/Fiambrería,3590.0,3341.7130434782607,7.43,0
Queso Cheddar Trozo Coctel 226 g Great Value...,GENÉRICA,Acuenta,Lácteos/Fiambrería,3590.0,3341.7130434782607,7.43,0
Queso Camembert Trozo 125 g Soprole,SOPROLE,Acuenta,Lácteos/Fiambrería,3050.0,3341.7130434782607,-8.73,0
Queso Mantecoso Trozo 450 g Las Parcelas de Val...,GENÉRICA,Acuenta,Lácteos/Fiambrería,8290.0,3341.7130434782607,148.08,0
Queso Mantecoso Quilque Trozo 350 g Soprole...,SOPROLE,Acuenta,Lácteos/Fiambrería,4250.0,3341.7130434782607,27.18,0
Queso Gauda Laminado 150 g Colun,COLUN,Acuenta,Lácteos/Fiambrería,2290.0,3341.7130434782607,-31.47,0
Queso Chacra Bolsa 350 g Quillayes,QUILLAYES,Acuenta,Lácteos/Fiambrería,3190.0,3341.7130434782607,-4.54,0
Queso Chacra Río Bueno 400 g Colun,COLUN,Acuenta,Lácteos/Fiambrería,2950.0,3341.7130434782607,-11.72,0
Queso Gauda Laminado 75 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,990.0,3341.7130434782607,-70.37,0
Queso Crema Untable Fresco Sabor Natural 140 g ...,GENÉRICA,Acuenta,Lácteos/Fiambrería,1220.0,3341.7130434782607,-63.49,0
Queso Gauda Granulado 320 g Doña Paula,GENÉRICA,Acuenta,Lácteos/Fiambrería,3850.0,3341.7130434782607,15.21,0
Queso Mantecoso Laminado 75 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,990.0,3341.7130434782607,-70.37,0
Queso Chanco Laminado 75 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,990.0,3341.7130434782607,-70.37,0
Queso Mantecoso Laminado 250 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,3290.0,3341.7130434782607,-1.55,0
Tabla Queso Mantecoso Trozo 300 g Pahuilmo...,GENÉRICA,Acuenta,Lácteos/Fiambrería,6390.0,3341.7130434782607,91.22,0
Queso Mantecoso Quilque Laminado 250 g Soprole...,SOPROLE,Acuenta,Lácteos/Fiambrería,3890.0,3341.7130434782607,16.41,0
Queso Crema Light Untable 226 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,2850.0,3341.7130434782607,-14.71,0
Queso Granulado Mantecoso 200 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,2290.0,3341.7130434782607,-31.47,0
Queso Fresco Light Sin Lactosa 400 g Colun...,COLUN,Acuenta,Lácteos/Fiambrería,2890.0,3341.7130434782607,-13.52,0
Queso En Trozo Mantecoso 350 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,4190.0,3341.7130434782607,25.38,0
Queso Parmesano Rallado 80 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,1690.0,3341.7130434782607,-49.43,0
Queso Mantecoso Laminado 150 g Soprole,SOPROLE,Acuenta,Lácteos/Fiambrería,2690.0,3341.7130434782607,-19.5,0
Queso Mantecoso Laminado 500 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,5890.0,3341.7130434782607,76.26,0
Queso Chanco Laminado 500 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,5690.0,3341.7130434782607,70.27,0
Queso Chacra Trozo 400 g Quillayes,QUILLAYES,Acuenta,Lácteos/Fiambrería,3390.0,3341.7130434782607,1.44,0
Queso Gauda Laminado 467 g Calo,CALO,Acuenta,Lácteos/Fiambrería,5790.0,3341.7130434782607,73.26,0
Queso Gauda Laminado 500 g Colun,COLUN,Acuenta,Lácteos/Fiambrería,6690.0,3341.7130434782607,100.2,0
Queso Gauda Laminado 150 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,1890.0,3341.7130434782607,-43.44,0
Queso Granulado Mantecoso 400 g Lider,LIDER,Acuenta,Lácteos/Fiambrería,4490.0,3341.7130434782607,34.36,0
